unique_id,ds,LightGBM
hotel_42,2023-06-05,0.7183984417688174
hotel_42,2023-06-06,0.759379572637634
hotel_42,2023-06-07,0.6959028370809364
hotel_42,2023-06-08,0.6535706650122686
hotel_42,2023-06-09,0.7328673638138606
hotel_42,2023-06-10,0.8145752570388554
hotel_42,2023-06-11,0.6201894431054569
hotel_42,2023-06-12,0.6648418112994618
hotel_42,2023-06-13,0.6981501256404355
hotel_42,2023-06-14,0.6733388297510441
hotel_42,2023-06-15,0.659084679619512
hotel_42,2023-06-16,0.758108619902804
hotel_42,2023-06-17,0.8025261103874406
hotel_42,2023-06-18,0.6087844788537352
hotel_42,2023-06-19,0.6880684373192958
hotel_42,2023-06-20,0.7259682629457308
hotel_42,2023-06-21,0.76299700155638
hotel_42,2023-06-22,0.7514910544143973
hotel_42,2023-06-23,0.8143972225606768
hotel_42,2023-06-24,0.8554235285409223
hotel_42,2023-06-25,0.6471159955392422
hotel_42,2023-06-26,0.6561483637184968
hotel_42,2023-06-27,0.7122823386836027
hotel_42,2023-06-28,0.733177050559956
hotel_42,2023-06-29,0.7584164371152025
hotel_42,2023-06-30,0.7891881096356311
hotel_49,2023-06-03,0.7778012746994029
hotel_49,2023-06-04,0.6035299109150178
hotel_49,2023-06-05,0.6072822197964255
hotel_49,2023-06-06,0.6328209247533275
hotel_49,2023-06-07,0.6559501956098435
hotel_49,2023-06-08,0.6713832103601044
hotel_49,2023-06-09,0.7024094746690319
hotel_49,2023-06-10,0.7103720401988519
hotel_49,2023-06-11,0.5862007189498997
hotel_49,2023-06-12,0.6294105799513475
hotel_49,2023-06-13,0.6701366221551461
hotel_49,2023-06-14,0.6977837182957135
hotel_49,2023-06-15,0.6964377491924033
hotel_49,2023-06-16,0.7374092128593244
hotel_49,2023-06-17,0.7960344812637278
hotel_49,2023-06-18,0.6012358784060045
hotel_49,2023-06-19,0.67529666633978
hotel_49,2023-06-20,0.7070921323836008
hotel_49,2023-06-21,0.7117693832175925
hotel_49,2023-06-22,0.7118323090345272
hotel_49,2023-06-23,0.7358802174069969
hotel_49,2023-06-24,0.7750376326069744
hotel_49,2023-06-25,0.6019454996215946
hotel_49,2023-06-26,0.6664432454128415
hotel_49,2023-06-27,0.7082181572563031
hotel_49,2023-06-28,0.725202964588106
hotel_49,2023-06-29,0.7489347980174872
hotel_49,2023-06-30,0.7852101764017427
hotel_56,2023-06-03,0.9509683760209497
hotel_56,2023-06-04,0.7588704271706654
hotel_56,2023-06-05,0.7849728778180363
hotel_56,2023-06-06,0.836456042871889
hotel_56,2023-06-07,0.8432897629333188
hotel_56,2023-06-08,0.8562836093244613
hotel_56,2023-06-09,0.9031371648141572
hotel_56,2023-06-10,0.9219174809144541
hotel_56,2023-06-11,0.7660896983406311
hotel_56,2023-06-12,0.7461265680173964
hotel_56,2023-06-13,0.7949381215881247
hotel_56,2023-06-14,0.8068820966390751
hotel_56,2023-06-15,0.8202023340257267
hotel_56,2023-06-16,0.8937958813745397
hotel_56,2023-06-17,0.9183424549955816
hotel_56,2023-06-18,0.7273621470344838
hotel_56,2023-06-19,0.7832378245330968
hotel_56,2023-06-20,0.8242989007770695
hotel_56,2023-06-21,0.8188727874883509
hotel_56,2023-06-22,0.8129265139209005
hotel_56,2023-06-23,0.8772425387643276
hotel_56,2023-06-24,0.8842758399163988
hotel_56,2023-06-25,0.680923624271199
hotel_56,2023-06-26,0.7198905499146708
hotel_56,2023-06-27,0.7800423441843691
hotel_56,2023-06-28,0.8021845644296015
hotel_56,2023-06-29,0.8020625747958486
hotel_56,2023-06-30,0.8719745180453574
hotel_63,2023-06-03,0.8607927911768561
hotel_63,2023-06-04,0.7169314202877993
hotel_63,2023-06-05,0.7634766567133945
hotel_63,2023-06-06,0.809932107549734
hotel_63,2023-06-07,0.8151227413924892
hotel_63,2023-06-08,0.7840774003591444
hotel_63,2023-06-09,0.8472482400311698
hotel_63,2023-06-10,0.8909218588499703
hotel_63,2023-06-11,0.6387918548106535
hotel_63,2023-06-12,0.6519110979712233
hotel_63,2023-06-13,0.7287789915108276
hotel_63,2023-06-14,0.7625972145241757
hotel_63,2023-06-15,0.7575132704365815
hotel_63,2023-06-16,0.7900819336069099
hotel_63,2023-06-17,0.850087936230101
hotel_63,2023-06-18,0.6552529763175888
hotel_63,2023-06-19,0.7290459253849508
hotel_63,2023-06-20,0.7835350772040017
hotel_63,2023-06-21,0.7991730594038428
hotel_63,2023-06-22,0.7911183121594633
hotel_63,2023-06-23,0.8458906801824465
hotel_63,2023-06-24,0.8752671769022141
hotel_63,2023-06-25,0.6443345136746148
hotel_63,2023-06-26,0.6954053682624849
hotel_63,2023-06-27,0.7230932712495279
hotel_63,2023-06-28,0.76049419544508
hotel_63,2023-06-29,0.7550483593335366
hotel_63,2023-06-30,0.7966887350317408
hotel_7,2023-06-03,0.7876941733514945
hotel_7,2023-06-04,0.5732564861630058
hotel_7,2023-06-05,0.5596873210882617
hotel_7,2023-06-06,0.5956772194233948
hotel_7,2023-06-07,0.6662267592330373
hotel_7,2023-06-08,0.7050146390803536
hotel_7,2023-06-09,0.7627753762963073
hotel_7,2023-06-10,0.7966804020559066
hotel_7,2023-06-11,0.6062696530573997
hotel_7,2023-06-12,0.6428700479038104
hotel_7,2023-06-13,0.6597961371375589
hotel_7,2023-06-14,0.6932464708217277
hotel_7,2023-06-15,0.7106565378918499
hotel_7,2023-06-16,0.7571691045913588
hotel_7,2023-06-17,0.7816221793753075
hotel_7,2023-06-18,0.5980755286425725
hotel_7,2023-06-19,0.6002268837755865
hotel_7,2023-06-20,0.6380324143825123
hotel_7,2023-06-21,0.6930136768490507
hotel_7,2023-06-22,0.7060022444632876
hotel_7,2023-06-23,0.7483884424312849
hotel_7,2023-06-24,0.7859521237690179
hotel_7,2023-06-25,0.6145367154299537
hotel_7,2023-06-26,0.6626565887880372
hotel_7,2023-06-27,0.7108285434418442
hotel_7,2023-06-28,0.7250106289610576
hotel_7,2023-06-29,0.7524156906594163
hotel_7,2023-06-30,0.7910825626731721
hotel_70,2023-06-03,0.4913891396057435
hotel_70,2023-06-04,0.43499027750284364
hotel_70,2023-06-05,0.433290333648777
hotel_70,2023-06-06,0.42144213042434064
hotel_70,2023-06-07,0.4334128862972655
hotel_70,2023-06-08,0.46607974037597055
hotel_70,2023-06-09,0.5050514450869205
hotel_70,2023-06-10,0.5092786833717591
hotel_70,2023-06-11,0.4467281835228578
hotel_70,2023-06-12,0.4517270293288967
hotel_70,2023-06-13,0.4668331806078206
hotel_70,2023-06-14,0.47102701985238515
hotel_70,2023-06-15,0.5012324536390642
hotel_70,2023-06-16,0.5391960191517036
hotel_70,2023-06-17,0.5436652913824292
hotel_70,2023-06-18,0.4539258528622138
hotel_70,2023-06-19,0.4536628908242338
hotel_70,2023-06-20,0.4709695987828347
hotel_70,2023-06-21,0.46898672108366707
hotel_70,2023-06-22,0.4710646663916742
hotel_70,2023-06-23,0.4950513279054866
hotel_70,2023-06-24,0.5134726345439857
hotel_70,2023-06-25,0.4494671099654277
hotel_70,2023-06-26,0.42809248967220614
hotel_70,2023-06-27,0.43671516830846857
hotel_70,2023-06-28,0.4375759225509134
hotel_70,2023-06-29,0.43546342134457255
hotel_70,2023-06-30,0.47012576511720877
hotel_77,2022-12-27,0.008965742059231632
hotel_77,2022-12-28,0.008965742059231632
hotel_77,2022-12-29,0.008965742059231632
hotel_77,2022-12-30,0.01147898781114776
hotel_77,2022-12-31,0.009045924561932015
hotel_77,2023-01-01,0.0073702415960541735
hotel_77,2023-01-02,0.007398301731472083
hotel_77,2023-01-03,0.008217467256953132
hotel_77,2023-01-04,0.008217467256953132
hotel_77,2023-01-05,0.008217467256953132
hotel_77,2023-01-06,0.01291891634593658
hotel_77,2023-01-07,0.008297649759653514
hotel_77,2023-01-08,0.0073702415960541735
hotel_77,2023-01-09,0.007398301731472083
hotel_77,2023-01-10,0.008217467256953132
hotel_77,2023-01-11,0.008217467256953132
hotel_77,2023-01-12,0.008217467256953132
hotel_77,2023-01-13,0.01291891634593658
hotel_77,2023-01-14,0.008297649759653514
hotel_77,2023-01-15,0.0073702415960541735
hotel_77,2023-01-16,0.007398301731472083
hotel_77,2023-01-17,0.008217467256953132
hotel_77,2023-01-18,0.008217467256953132
hotel_77,2023-01-19,0.008217467256953132
hotel_77,2023-01-20,0.01291891634593658
hotel_77,2023-01-21,0.008297649759653514
hotel_77,2023-01-22,0.0073702415960541735
hotel_77,2023-01-23,0.007398301731472083
hotel_84,2023-06-03,0.9156472211684107
hotel_84,2023-06-04,0.7896427379287997
hotel_84,2023-06-05,0.8341449389229098
hotel_84,2023-06-06,0.8571786521440677
hotel_84,2023-06-07,0.8468349674260406
hotel_84,2023-06-08,0.8339263137329391
hotel_84,2023-06-09,0.8789834845948451
hotel_84,2023-06-10,0.9127915806930337
hotel_84,2023-06-11,0.7778179928302557
hotel_84,2023-06-12,0.8266477151477024
hotel_84,2023-06-13,0.8714667970796469
hotel_84,2023-06-14,0.8635715844649625
hotel_84,2023-06-15,0.8599971831398203
hotel_84,2023-06-16,0.8881601132745014
hotel_84,2023-06-17,0.9055660291072983
hotel_84,2023-06-18,0.758784631464034
hotel_84,2023-06-19,0.7926826484197449
hotel_84,2023-06-20,0.8512475926251957
hotel_84,2023-06-21,0.8618538630505514
hotel_84,2023-06-22,0.8655715145058275
hotel_84,2023-06-23,0.884850940778775
hotel_84,2023-06-24,0.8995559850908242
hotel_84,2023-06-25,0.7320000193907061
hotel_84,2023-06-26,0.7859655040771397
hotel_84,2023-06-27,0.823465923745853
hotel_84,2023-06-28,0.8298881735111406
hotel_84,2023-06-29,0.8387062990762022
hotel_84,2023-06-30,0.8815894523924249
hotel_91,2023-06-03,0.9702414561438334
hotel_91,2023-06-04,0.8788738385235607
hotel_91,2023-06-05,0.8771254508042516
hotel_91,2023-06-06,0.9354090588226871
hotel_91,2023-06-07,0.9592510425827712
hotel_91,2023-06-08,0.9292387234423057
hotel_91,2023-06-09,0.9346369904829095
hotel_91,2023-06-10,0.9635454811208384
hotel_91,2023-06-11,0.8946370318782138
hotel_91,2023-06-12,0.8807955715129507
hotel_91,2023-06-13,0.928225929991989
hotel_91,2023-06-14,0.925264548113868
hotel_91,2023-06-15,0.9134977962218874
hotel_91,2023-06-16,0.9287602423066859
hotel_91,2023-06-17,0.9443273551936777
hotel_91,2023-06-18,0.8692028068263568
hotel_91,2023-06-19,0.901710557406831
hotel_91,2023-06-20,0.9030355709342651
hotel_91,2023-06-21,0.9235814385575782
hotel_91,2023-06-22,0.9068366885343565
hotel_91,2023-06-23,0.9145206971562705
hotel_91,2023-06-24,0.9177362260525467
hotel_91,2023-06-25,0.8163496477194687
hotel_91,2023-06-26,0.8463045569931769
hotel_91,2023-06-27,0.8831947152655809
hotel_91,2023-06-28,0.9086775796802343
hotel_91,2023-06-29,0.8929872813980009
hotel_91,2023-06-30,0.9144591745800184
hotel_98,2023-06-03,0.20335252361672385
hotel_98,2023-06-04,0.1620260902266536
hotel_98,2023-06-05,0.1771872565381644
hotel_98,2023-06-06,0.19305574003154757
hotel_98,2023-06-07,0.20463144807664813
hotel_98,2023-06-08,0.22059850585036622
hotel_98,2023-06-09,0.2414800956055471
hotel_98,2023-06-10,0.28323863261230875
hotel_98,2023-06-11,0.17770646311927515
hotel_98,2023-06-12,0.1955842185142084
hotel_98,2023-06-13,0.2267108915164195
hotel_98,2023-06-14,0.2273489001067982
hotel_98,2023-06-15,0.25074135369830275
hotel_98,2023-06-16,0.29687277897619546
hotel_98,2023-06-17,0.32289641442668787
hotel_98,2023-06-18,0.20408794568326027
hotel_98,2023-06-19,0.21867892545029122
hotel_98,2023-06-20,0.24241449725810862
hotel_98,2023-06-21,0.2774009835185819
hotel_98,2023-06-22,0.29062707135983934
hotel_98,2023-06-23,0.3308771389177387
hotel_98,2023-06-24,0.3569424336309639
hotel_98,2023-06-25,0.215754642198433
hotel_98,2023-06-26,0.22980001344363912
hotel_98,2023-06-27,0.23891294341268857
hotel_98,2023-06-28,0.2610931117576466
hotel_98,2023-06-29,0.31864778473850824
hotel_98,2023-06-30,0.3506332429599804
